relatienummer,rapportageset,formulier_id,volgnummer,periode,inzendmoment,laad_dts,eind_dts,categorie,relatienaam,verkorte_naam,toezichtklasse,activiteitstatus,hoofdcategorie,subcategorie,ziektekosten,rechtsopvolger,concern_id,concern_naam,rapportageID,A,R0110C0020,R0120C0020,R0210C0020,R0221C0020,R0230C0020,R0231C0020,R0240C0020,R0250C0020,R0261C0020,R0270C0020,R0271C0020,R0280C0020,R0291C0020,R0292C0020,R0293C0020,R0294C0020,R0295C0020,R0296C0020,R0297C0020,R0298C0020,R0300C0020,R0410C0020,R0412C0020,R0413C0020,R0414C0020,R0430C0020,R0440C0020,R0450C0020,R0461C0020,R0462C0020,R0480C0020,R0481C0020,R0482C0020,R0483C0020,R0500C0020,R0610C0020,R0620C0020,R0110C0030,R0120C0030,R0210C0030,R0250C0030,R0291C0030,R0292C0030,R0300C0030,R0410C0030,R0412C0030,R0413C0030,R0414C0030,R0430C0030,R0440C0030,R0450C0030,R0461C0030,R0462C0030,R0480C0030,R0481C0030,R0482C0030,R0483C0030,R0610C0030,R0620C0030,R0110C0040,R0120C0040,R0210C0040,R0221C0040,R0230C0040,R0231C0040,R0240C0040,R0250C0040,R0261C0040,R0270C0040,R0271C0040,R0280C0040,R0291C0040,R0292C0040,R0293C0040,R0294C0040,R0295C0040,R0296C0040,R0297C0040,R0298C0040,R0300C0040,R0410C0040,R0412C0040,R0413C0040,R0414C0040,R0430C0040,R0440C0040,R0450C0040,R0461C0040,R0462C0040,R0480C0040,R0481C0040,R0482C0040,R0483C0040,R0610C0040,R0620C0040,R0110C0050,R0120C0050,R0210C0050,R0250C0050,R0291C0050,R0292C0050,R0300C0050,R0410C0050,R0412C0050,R0413C0050,R0414C0050,R0430C0050,R0440C0050,R0450C0050,R0461C0050,R0462C0050,R0480C0050,R0481C0050,R0482C0050,R0483C0050,R0610C0050,R0620C0050,R0110C0070,R0120C0070,R0210C0070,R0250C0070,R0291C0070,R0292C0070,R0300C0070,R0410C0070,R0412C0070,R0413C0070,R0414C0070,R0430C0070,R0440C0070,R0450C0070,R0461C0070,R0462C0070,R0480C0070,R0481C0070,R0482C0070,R0483C0070,R0610C0070,R0620C0070,PAGEs2c_AO,R0220C0020,R0260C0020,R0460C0020,R0470C0020,R0460C0030,R0470C0030,R0220C0040,R0260C0040,R0460C0040,R0470C0040,R0460C0050,R0470C0050,R0460C0070,R0470C0070,R0290C0020,R0411C0020,R0290C0030,R0411C0030,R0290C0040,R0411C0040,R0290C0050,R0411C0050,R0290C0070,R0411C0070
W1619,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,10MAY2017:11:13:00,11MAY2017:21:06:16,17MAY2017:06:23:31,Zorg,Centrale Zorgverzekeringen NZV N.V.,Delta Lloyd Zorgverzekering NV,T4,Actief,Verzekeraars,Zorg,Basis,,W1619,Centrale Zorgverzekeringen NZV N.V.,12,1.0,168439985.376983,168439985.376983,22293762.304614,,,,,444070675.393517,,442278945.937177,,,,,,,,,,,,167505003.84337,167505003.84337,,,,,,,,,,,,202162280.927297,,21622548.9201313,268151963.321381,268151963.321381,,,,,,,,,,,,,,,,,,,,,168894526.991645,164105439.517248,13920225.183001,,,,,345917160.757903,,344977577.830998,,,,,,,,,,,,164374437.780513,164374437.780513,,,,,,,,,,,,,16250054.4397539,268151963.321381,264291834.004829,,,,,,,,,,,,,,,,,,,,,268151963.321381,264291834.004829,,,,,,,,,,,,,,,,,,,,,No   {s2c_AO:x0},22293762.304614,1791729.45633996,,,,,13920225.183001,939582.926904676,,,,,,,,,,,,,,,,
W1767,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,10MAY2017:12:55:00,11MAY2017:21:07:44,23MAY2017:22:05:47,"Schade, exclusief zorg",Waard Schade N.V.,Waard Schade N.V.,T3,Actief,Verzekeraars,"Schade, exclusief zorg",,,W1767,Waard Schade N.V.,13,1.0,10371000.1644,10371000.1644,635991.105,,,,635991.105,0.0,,,,,,,,,,,,,,3482645.1144,,,,,0.0,,,,,,,,5552327.1394,472835.53,472835.53,6211958.42,6211958.42,,,,,,,,,,,0.0,,,,,,,,,,10417983.4444,9945261.5444,397113.105,,,,397113.105,0.0,,,,,,,,,,,,,,3304638.2244,,,,,,,,,,,,,591044.4125,354626.6475,6229817.71,5975417.22,,,,,,,,,,,,,,,,,,,,,6229817.71,5975417.22,,,,,,,,,,,,,,,,,,,,,No   {s2c_AO:x0},,,,,,,,,,,,,,,,,,,,,,,,
W1977,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,10MAY2017:14:59:00,11MAY2017:21:09:18,24MAY2017:15:02:56,Zorg,Menzis N.V.,Menzis N.V.,T4,Actief,Verzekeraars,Zorg,Aanvullend,,C0069,Coöperatie Menzis U.A.,14,1.0,232253433.199339,232253433.199339,85610223.6147711,,,,,11378788.9999081,,,,,,,,,,,,,4080000.0,231665894.852301,231665894.852301,,,,,,,,,,,,329082131.754364,7826841.4556993,7826841.4556993,59512854.705217,59512854.705217,,,,,,,,,,,,,,,,,,,,,232987310.825875,227405077.439048,53452455.3183546,,,,,5966695.58788181,,,,,,,,,,,,,3060000.0,231224679.671499,231224679.671499,,,,,,,,,,,,9784934.1982782,5868748.7131204,59512854.705217,58473392.3273856,,,,,,,,,,,,,,,,,,,,,59512854.705217,58473392.3273856,,,,,,,,,,,,,,,,,,,,,No   {s2c_AO:x0},85610223.6147711,11378788.9999081,,,,,53452455.3183546,5966695.58788181,,,,,,,,,,,,,,,,
W1980,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,10MAY2017:14:43:00,11MAY2017:21:10:47,23MAY2017:22:41:30,Zorg,Azivo Zorgverzekeraar N.V.,Azivo Zorgverzekeraar N.V.,T4,Niet actief,Verzekeraars,Zorg,Basis,W1978,W1980,Azivo Zorgverzekeraar N.V.,15,1.0,138215148.992858,138215148.992858,24468322.3432654,,,,,3252180.2346717,,,,,,,,,,,,,,43514339.6814625,43514339.6814625,,,,,,,,,,,,70190839.6880926,2236995.3987588,2236995.3987588,137012420.981021,137012420.981021,,,,,,,,,,,,,,,,,,,,,138424886.783886,136076691.682136,15277286.4214646,,,,,1705345.7496548,,,,,,,,,,,,,,43438699.1155132,43438699.1155132,,,,,,,,,,,,2796639.34683015,1677351.45068745,137012420.981021,135567540.729134,,,,,,,,,,,,,,,,,,,,,137012420.981021,135567540.729134,,,,,,,,,,,,,,,,,,,,,No   {s2c_AO:x0},24468322.3432654,3252180.2346717,,,,,15277286.4214646,1705345.7496548,,,,,,,,,,,,,,,,
W1981,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,10MAY2017:14:18:00,11MAY2017:21:12:20,24MAY2017:15:04:16,Zorg,Anderzorg N.V.,Anderzorg N.V.,T4,Actief,Verzekeraars,Zorg,Basis,,C0069,Coöperatie Menzis U.A.,16,1.0,262522512.556324,262522512.556324,24501472.6789366,,,,,3256586.3751875,,,,,,,,,,,,,,179319691.879084,179319691.879084,,,,,,,,,,,,206032333.919375,2240026.0536505,2240026.0536505,264881624.751834,264881624.751834,,,,,,,,,,,,,,,,,,,,,262732534.463532,259140081.107378,15297984.4965476,,,,,1707656.19755707,,,,,,,,,,,,,,178958824.478491,178958824.478491,,,,,,,,,,,,2800428.2000746,1679623.90722639,264881624.751834,260841875.549981,,,,,,,,,,,,,,,,,,,,,264881624.751834,260841875.549981,,,,,,,,,,,,,,,,,,,,,No   {s2c_AO:x0},24501472.6789366,3256586.3751875,,,,,15297984.4965476,1707656.19755707,,,,,,,,,,,,,,,,
L0127,VRZSOLV2ARS,S_26_01_01_01,2,31-12-2016,09MAY2017:16:49:00,11MAY2017:21:13:48,22MAY2017:22:08:37,Leven,Allianz Nederland Levensverzekering N.V.,Allianz Nederland Levensverzekering N.V.,T3,Niet actief,Verzekeraars,Levensverzekeraar,,R192391,C0023,Allianz Nederland Groep N.V.,17,1.0,4901697840.43,4901697840.43,2600879487.18,,0.0,,0.0,1636414.33,,0.0,,0.0,,,,,,,,,0.0,1019535483.3,1019535483.3,,,0.0,0.0,30520316.98,,,0.0,,,,1350120686.95,4694742.81,4694742.81,4405444322.02,4405444322.02,2537991170.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,4954765735.47,4675690027.34,2039719225.74,,0.0,,0.0,857972.01,,0.0,,0.0,,,,,,,,,0.0,926824387.38,926824387.38,,,0.0,0.0,25876829.86,,,0.0,,,,4694742.81,3521056.97,4462946005.42,4192294492.28,2001143734.7,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,4462946005.42,4192294492.28,2001143734.7,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,No,2600879487.18,1636414.33,30520316.98,0.0,0.0,0.0,2039719225.74,857972.01,25876829.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W1978,VRZSOLV2ARS,S_26_01_01_01,2,31-12-2016,10MAY2017:12:36:00,11MAY2017:21:16:05,24MAY2017:15:36:25,Zorg,Menzis Zorgverzekeraar N.V.,Menzis Zorgverzekeraar N.V.,T4,Actief,Verzekeraars,Zorg,Basis,,C0069,Coöperatie Menzis U.A.,18,1.0,1885016576.16539,1885016576.16539,297212939.014432,,,,,39503731.8942865,,,,,,,,,,,,,102173.01,706753216.355263,706753216.355263,,,,,,,,,,,,1030890722.00307,27172437.497338,27172437.497338,2025681820.06001,2025681820.06001,,,,,,,,,,,,,,,,,,,,,1887564433.07917,1856973270.58202,185570842.732441,,,,,20714571.893407,,,,,,,,,,,,,76629.7575,705582758.546945,705582758.546945,,,,,,,,,,,,33970346.0653216,20374528.9293544,2025681820.06001,1999194783.08632,,,,,,,,,,,,,,,,,,,,,2025681820.06001,1999194783.08632,,,,,,,,,,,,,,,,,,,,,No   {s2c_AO:x0},297212939.014432,39503731.8942865,,,,,185570842.732441,20714571.893407,,,,,,,,,,,,,,,,
L0006,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,11MAY2017:11:02:00,12MAY2017:21:02:40,24MAY2017:14:34:46,Leven,Delta Lloyd Levensverzekering N.V.,Delta Lloyd Levensverzekering N.V.,T4,Niet actief,Verzekeraars,Levensverzekeraar,,L0046,L0006,Delta Lloyd Levensverzekering N.V.,19,1.0,30704408531.53,30704408531.53,111242823.67,,0.0,,,211623597.14,,113571956.99,,,,,,,,,,,1137861079.43,21026708710.0,21026708710.0,,,0.0,0.0,8699512.0,,,0.0,,,,19253408201.12,-632778533.37,291945997.45,38944902876.18,38944902876.18,11965039727.98,0.0,,,11965039727.98,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,-434996047.38,0.0,32410606296.65,26316528523.47,288049764.33,,0.0,,,150972498.5,,88586126.45,,,,,,,,,,,853395809.57,20312665964.42,20312665964.42,,,0.0,0.0,8407266.10999999,,,0.0,,,,-790973166.71,219077507.54,40875522007.69,34851347109.77,12301675255.03,0.0,,,11974747106.13,10000000.0,10000000.0,,,0.0,0.0,0.0,,,0.0,,,,-543745059.22,0.0,40875522007.69,34851347109.77,12301675255.03,0.0,,,11974747106.13,10000000.0,10000000.0,,,0.0,0.0,0.0,,,0.0,,,,-543745059.22,0.0,No   {s2c_AO:x0},111242823.67,98051640.15,8699512.0,0.0,0.0,0.0,288049764.33,62386372.05,8407266.10999999,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
L0150,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,11MAY2017:16:47:00,12MAY2017:21:03:55,19MAY2017:21:36:10,Leven,ABN AMRO Levensverzekering N.V.,ABN AMRO Levensverzekering N.V.,T4,Niet actief,Verzekeraars,Levensverzekeraar,,L0046,L0150,ABN AMRO Levensverzekering N.V.,20,1.0,1294532710.65,1294532710.65,55079672.09,,0.0,,,1472625.2,,0.0,,,,,,,,,,,0.0,1184092393.81,1184092393.81,,,0.0,0.0,67503998.0,,,0.0,,,,0.0,0.0,34382207.14,4535664969.32,4535664969.32,1575315590.02,1575315590.02,,,0.0,1575315590.02,1575315590.02,,,0.0,0.0,0.0,,,0.0,,,,1575315590.02,1575315590.02,1318586174.59,1192817613.36,39671895.11,,0.0,,,900671.93,,0.0,,,,,,,,,,,0.0,1145444314.69,1145444314.69,,,0.0,0.0,38354014.3,,,0.0,,,,0.0,25800579.72,4554962880.07,4472325824.3,1582824909.99,1575315590.02,,,0.0,1575824474.46,1575824474.46,,,0.0,0.0,0.0,,,0.0,,,,1575315590.02,1579911027.59,4554962880.07,4472325824.3,1582824909.99,1575315590.02,,,0.0,1575824474.46,1575824474.46,,,0.0,0.0,0.0,,,0.0,,,,1575315590.02,1579911027.59,No   {s2c_AO:x0},55079672.09,1472625.2,33005023.0,34498975.0,0.0,0.0,39671895.11,900671.93,31677775.54,6676238.76,0.0,0.0,0.0,0.0,,,,,,,,,,
W1219,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,12MAY2017:15:29:00,12MAY2017:21:05:23,24MAY2017:14:47:13,"Schade, exclusief zorg",ABN AMRO Schadeverzekering N.V.,ABN AMRO Schadeverzekering N.V.,T4,Actief,Verzekeraars,"Schade, exclusief zorg",,,R111302,NN Group N.V.,21,1.0,306607870.82,306607870.82,29173372.06,,0.0,,,776367.78,,0.0,,,,,,,,,,,0.0,251230450.0,251230450.0,,,0.0,0.0,15717980.0,,,0.0,,,,0.0,0.0,18410772.95,192413410.9,192413410.9,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,309445258.19,289737474.42,21108397.04,,0.0,,,477841.27,,0.0,,,,,,,,,,,0.0,243161252.24,243161252.24,,,0.0,0.0,8786245.89,,,0.0,,,,0.0,13814277.86,192772281.31,187213885.13,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,192772281.31,187213885.13,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,No   {s2c_AO:x0},29173372.06,776367.78,7500403.0,8217577.0,0.0,0.0,21108397.04,477841.27,7204438.25,1581807.63,0.0,0.0,0.0,0.0,,,,,,,,,,
W1708,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,11MAY2017:21:08:00,12MAY2017:21:06:54,24MAY2017:14:49:40,Zorg,Zilveren Kruis Ziektekostenverzekeringen N.V.,Agis Ziektekostenverzekeringen N.V.,T4,Niet actief,Verzekeraars,Zorg,Aanvullend,W1918,W1708,Zilveren Kruis Ziektekostenverzekeringen N.V.,22,1.0,595216105.41,595216105.41,17554121.42,,0.0,,0.0,5063771.23,,0.0,,0.0,,,,,,,,,0.0,572296292.6,572296292.6,,,0.0,0.0,22919096.56,,,0.0,,,,617833281.81,-318184.09,2381715.84,-4687691.99,-4687691.99,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,595266160.26,590518763.45,12178074.34,,0.0,,0.0,3284729.76,,0.0,,0.0,,,,,,,,,0.0,560716255.6,560716255.6,,,0.0,0.0,21645046.05,,,0.0,,,,-397730.11,1850972.79,-4687691.99,-4635940.8,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,-4687691.99,-4635940.8,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,No,17554121.42,5063771.23,22919096.56,0.0,0.0,0.0,12178074.34,3284729.76,21645046.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W1817,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,11MAY2017:21:35:00,12MAY2017:21:08:24,23MAY2017:22:12:28,Zorg,Zilveren Kruis Zorgverzekeringen N.V.,Zilveren Kruis Zorgverzekeringen N.V.,T4,Actief,Verzekeraars,Zorg,Basis,,C0003,Achmea B.V.,23,1.0,73348402.76,73348402.76,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,,,,,,0.0,68430863.66,68430863.66,,,0.0,0.0,4917385.42,,,0.0,,,,73348249.08,-114.02,264.25,45889277.96,45889277.96,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,73358606.0699999,72526042.1299999,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,,,,,,,,0.0,66804101.0,66804101.0,,,0.0,0.0,4644032.7,,,0.0,,,,-142.53,198.19,45889277.96,45515090.32,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,45889277.96,45515090.32,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,No,0.0,0.0,4917385.42,0.0,0.0,0.0,0.0,0.0,4644032.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W1825,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,11MAY2017:21:13:00,12MAY2017:21:09:51,23MAY2017:22:13:22,Zorg,Achmea Zorgverzekeringen N.V.,Achmea Zorgverzekeringen NV,T4,Actief,Verzekeraars,Zorg,Aanvullend,,C0003,Achmea B.V.,24,1.0,58104455.72,58104455.72,47890563.92,,0.0,,0.0,2831963770.1,,2780655705.82,,0.0,,,,,,,,,0.0,53548091.72,53548091.72,,,0.0,0.0,4556221.61,,,0.0,,,,157302941.53,-2763639.24,5427749.62,181811489.24,181811489.24,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,58113179.74,57154695.47,32976879.14,,0.0,,0.0,2201445703.68,,2168911450.54,,0.0,,,,,,,,,0.0,51610144.75,51610144.75,,,0.0,0.0,4302945.64,,,0.0,,,,-3454549.05,4247286.13,181811489.24,180714407.26,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,181811489.24,180714407.26,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,No,47890563.92,51308064.28,4556221.61,0.0,0.0,0.0,32976879.14,32534253.14,4302945.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W1911,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,11MAY2017:18:01:00,12MAY2017:21:11:17,23MAY2017:22:30:05,Zorg,Interpolis Zorgverzekeringen N.V.,Interpolis Zorgverzekeringen NV,T4,Actief,Verzekeraars,Zorg,Basis,,C0003,Achmea B.V.,25,1.0,145072319.06,145072319.06,9588048.65,,0.0,,0.0,2765828.25,,0.0,,0.0,,,,,,,,,0.0,132087080.67,132087080.67,,,0.0,0.0,12984832.6,,,0.0,,,,157425790.17,-202439.76,1086676.02,135152157.95,135152157.95,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,145099261.9,142817712.62,6665021.43,,0.0,,0.0,1801175.29,,0.0,,0.0,,,,,,,,,0.0,128924155.03,128924155.03,,,0.0,0.0,12263018.26,,,0.0,,,,-253049.7,850338.41,135152157.95,133774266.19,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,135152157.95,133774266.19,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,No,9588048.65,2765828.25,12984832.6,0.0,0.0,0.0,6665021.43,1801175.29,12263018.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W1916,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,11MAY2017:21:27:00,12MAY2017:21:12:50,24MAY2017:14:54:44,Zorg,Avéro Achmea Zorgverzekeringen N.V.,Avéro Achmea Zorgverzekeringen N.V.,T4,Niet actief,Verzekeraars,Zorg,Basis,,W1916,Avéro Achmea Zorgverzekeringen N.V.,26,1.0,357351439.31,357351439.31,27121297.72,,0.0,,0.0,7823578.5,,0.0,,0.0,,,,,,,,,0.0,325691078.18,325691078.18,,,0.0,0.0,31659371.74,,,0.0,,,,392295326.14,-572787.47,3073833.37,319454278.39,319454278.39,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,357417131.29,352118670.02,18744890.93,,0.0,,0.0,5038063.96,,0.0,,0.0,,,,,,,,,0.0,317859396.13,317859396.13,,,0.0,0.0,29899457.75,,,0.0,,,,-715984.34,2405315.41,319454278.39,316621646.9,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,319454278.39,316621646.9,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,No,27121297.72,7823578.5,31659371.74,0.0,0.0,0.0,18744890.93,5038063.96,29899457.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W1918,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,11MAY2017:21:18:00,12MAY2017:21:14:17,24MAY2017:14:55:50,Zorg,Zilveren Kruis Zorgverzekeringen N.V.,Zilveren Kruis Achmea Zorgverzekeringen N.V.,T4,Niet actief,Verzekeraars,Zorg,Basis,W1825,W1918,Zilveren Kruis Zorgverzekeringen N.V.,27,1.0,2791842722.75,2791842722.75,133269698.84,,0.0,,0.0,674523305.59,,636079498.0,,0.0,,,,,,,,,0.0,2092388585.38,2092388585.38,,,0.0,0.0,185682526.04,,,0.0,,,,2449784617.85,-2727404.42,15137892.4,3809715486.06,3809715486.06,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,2792230501.45,2755550908.03,91868154.72,,0.0,,0.0,520527795.8,,496142008.44,,0.0,,,,,,,,,0.0,2050229314.71,2050229314.71,,,0.0,0.0,175360613.19,,,0.0,,,,-3409255.53,11852771.67,3809715486.06,3782277688.23,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,3809715486.06,3782277688.23,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,No,133269698.84,38443807.59,185682526.04,0.0,0.0,0.0,91868154.72,24385787.36,175360613.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W0164,VRZSOLV2ARS,S_26_01_01_01,2,31-12-2016,12MAY2017:14:01:00,12MAY2017:21:15:46,24MAY2017:15:20:06,"Schade, exclusief zorg",Onderlinge Verzekering Maatschappij Donatus U.A.,Donatus Onderlinge Verzekering Maatschappij U.A.,T2,Actief,Verzekeraars,"Schade, exclusief zorg",,,W0164,Onderlinge Verzekering Maatschappij Donatus U.A.,28,1.0,44159767.07,44159767.07,22826709.25,,0.0,,0.0,3199988.26,,0.0,,0.0,,,,,,,,,1459672.33,38975928.93,38975928.93,,,,,0.0,,,0.0,,,,74294176.45,0.0,22395981.46,-34929980.51,-34929980.51,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,0.0,0.0,44369977.29,42198089.61,14252997.26,,0.0,,0.0,1678073.84,,0.0,,0.0,,,,,,,,,1094754.25,36598602.13,36598602.13,,,,,0.0,,,0.0,,,,0.0,16837552.59,-34931640.41,-34106901.02,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,0.0,0.0,-34931640.41,-34106901.02,0.0,0.0,,,0.0,0.0,0.0,,,,,0.0,,,0.0,,,,0.0,0.0,No   {s2c_AO:x0},22826709.25,3199988.26,0.0,,0.0,0.0,14252997.26,1678073.84,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
H0088,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,15MAY2017:09:55:00,15MAY2017:21:03:42,17MAY2017:21:26:23,Herverzekeraar,"N.V. Levensverzekering-Maatschappij ""De Hoop""","N.V. Levensverzekering-Maatschappij ""De Hoop""",T3,Actief,Verzekeraars,Herverzekeraar Leven,,,H0088,"N.V. Levensverzekering-Maatschappij ""De Hoop""",29,1.0,56543622.3616586,56543622.3616586,47399697.84,,,,,108780.64,,,,,,,,,,,,,4555000.0,7640400.0,,,,,,,,,,,,,17220160.94,,19134921.03,38326215.1205663,38326215.1205663,,,,,,,,,,,,,,,,,,,,,57027794.0701547,53012363.802363,29596371.33,,,,,57044.57,,,,,,,,,,,,,3416250.0,7070488.91,,,,,,,,,,,,,,4783730.2575,39670519.0593136,34260712.0453403,,,,,,,,,,,,,,,,,,,,,39490115.47,35030711.5,,,,,,,,,,,,,,,,,,,,,No   {s2c_AO:x0},47399697.84,108780.64,,,,,29596371.33,57044.57,,,,,,,,,,,,,,,,
H0125,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,15MAY2017:10:25:00,15MAY2017:21:04:55,23MAY2017:21:06:16,Herverzekeraar,Rabo Herverzekeringsmaatschappij N.V.,Rabo Herverzekeringsmaatschappij N.V.,T2,Actief,Verzekeraars,Herverzekeraar Schade,,,C0136,Rabo Her,30,1.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,149328611.29,149328611.29,3582038.74,3582038.74,,,,,,,,,,,,,,,,,,,3582038.74,3582038.74,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,149328611.29,149328611.29,3613746.28,3455368.26,,,,,,,,,,,,,,,,,,,4078592.57,3582038.74,3613746.28,3455368.26,,,,,,,,,,,,,,,,,,,4078592.57,3582038.74,No   {s2c_AO:x0},0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,
L0215,VRZSOLV2ARS,S_26_01_01_01,1,31-12-2016,15MAY2017:11:11:00,15MAY2017:21:10:40,24MAY2017:14:42:21,Leven,"N.V. Noordhollandsche van 1816, Levensverzekeringsmaatschappij","Noordhollandsche van 1816, Levensverzekeringsmaatschappij NV",T3,Niet actief,Verzekeraars,Levensverzekeraar,,,R197626,Co peratie Noordhollandsche van 1816 U.A.,31,1.0,5071920.64,5071920.64,2798629.29,,0.0,,0.0,0.0,,0.0,,0.0,,,,,,,,,0.0,350045.42,350045.42,,,0.0,0.0,0.0,,,0.0,,,,7870549.93,1032103.49,1032103.49,-1933818.55826887,-1933818.55826887,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,5094225.89470747,4844459.36601737,1747464.128676,,0.0,,0.0,0.0,,0.0,,0.0,,,,,,,,,0.0,336185.244207659,336185.244207659,,,0.0,0.0,0.0,,,0.0,,,,1290129.3625,774077.6175,3758594.78287157,-6371871.2874453,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,3758594.78287157,-6371871.2874453,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,No,2798629.29,0.0,0.0,0.0,0.0,0.0,1747464.128676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
